user_id,y,R,G,B1,L,A,B,H,S,V
./yellow/face_dev_18866.png,2,165.132,139.954,117.942,124.496,136.722,148.323,13.9632,107.694,141.669
./yellow/face_dev_18862.png,2,158.393,134.854,108.754,122.652,135.055,150.154,15.8145,112.611,137.926
./yellow/face_dev_18092.jpg,2,158.436,139.211,119.998,126.041,134.355,144.721,14.7886,88.7517,138.381
./yellow/face_dev_18064.jpg,2,173.293,156.568,135.679,142.945,132.815,145.406,16.515,80.5291,153.634
./yellow/face_dev_17640.png,2,194.456,179.732,168.797,172.046,133.361,138.238,12.7649,48.164,180.812
./yellow/face_dev_16637.png,2,227.688,206.647,186.941,173.901,138.852,154.761,14.4148,104.982,201.068
./yellow/face_dev_16594.png,2,178.37,147.107,116.435,140.166,138.059,154.024,14.7763,118.964,162.604
./yellow/face_dev_16545.png,2,195.589,177.703,165.398,167.229,134.361,139.756,12.1747,57.8625,178.81
./yellow/face_dev_16357.png,2,187.17,163.099,138.509,163.15,134.98,147.171,14.9366,82.0583,179.196
./yellow/face_dev_15492.png,2,168.895,142.425,110.891,137.225,135.381,153.005,16.2423,113.6,154.802
./red/face_dev_18962.png,0,214.645,197.221,193.833,185.049,136.239,134.257,26.306,39.9429,197.619
./red/face_dev_18885.png,0,126.096,106.366,98.0874,95.6103,136.562,137.648,12.5537,79.5894,107.617
./red/face_dev_18733.png,0,160.358,143.1,128.558,108.226,135.781,144.318,13.5594,99.0979,121.489
./red/face_dev_17553.png,0,156.361,121.827,101.521,123.389,140.728,146.873,10.8855,110.084,146.607
./red/face_dev_17046.png,0,152.844,129.187,114.977,114.607,138.092,143.182,11.2527,95.3811,130.869
./red/face_dev_16035.png,0,138.286,112.487,95.1621,104.304,137.364,144.305,12.0607,106.07,120.125
./red/face_dev_15951.png,0,164.145,169.515,185.024,145.666,133.069,127.348,131.616,20.9541,145.728
./red/face_dev_15764.png,0,170.823,138.682,122.844,133.097,140.514,144.391,9.93588,94.8263,154.703
./red/face_dev_15599.png,0,221.94,205.542,206.644,158.605,142.063,132.898,88.8198,56.3027,178.301
./red/face_dev_15432.png,0,157.378,136.485,135.323,149.59,135.708,131.581,73.2755,38.8965,157.408
./normal/face_dev_19149.png,1,179.344,146.174,128.372,146.107,140.458,145.272,10.3207,91.3134,168.69
./normal/face_dev_18420.png,1,176.993,162.731,151.094,142.77,132.948,139.355,13.3583,60.6817,150.373
./normal/face_dev_17465.png,1,161.373,136.008,114.887,134.029,135.75,145.438,13.591,91.1311,149.082
./normal/face_dev_17180.png,1,207.117,197.674,189.722,139.416,133.408,140.737,13.5515,66.9687,148.753
./normal/face_dev_16655.png,1,197.178,183.073,175.884,175.131,133.277,135.365,13.8241,38.6276,182.584
./normal/face_dev_16635.png,1,178.373,153.53,140.75,151.631,136.861,140.247,11.9779,67.6075,166.717
./normal/face_dev_16253.png,1,191.56,165.465,148.138,158.455,137.535,144.388,12.063,81.4674,177.103
./normal/face_dev_16060.png,1,153.419,131.176,113.519,117.611,136.519,144.958,13.146,97.0838,132.548
./normal/face_dev_16046.png,1,172.284,145.844,127.725,127.827,139.287,147.174,12.0459,104.103,148.146
./normal/face_dev_15780.png,1,137.675,122.199,115.355,106.748,135.073,136.329,10.4391,63.1818,115.086
./cyan/face_dev_19014.jpg,3,144.248,124.452,100.227,112.253,133.541,147.81,16.4,107.521,124.051
./cyan/face_dev_18951.jpg,3,174.607,154.624,129.44,135.909,133.703,149.887,16.5984,101.255,149.633
./cyan/face_dev_18629.png,3,172.557,164.016,150.628,151.97,129.278,138.381,18.2839,46.4248,153.264
./cyan/face_dev_17874.png,3,146.359,138.236,119.44,121.357,128.821,142.822,20.8683,71.7579,123.485
./cyan/face_dev_17844.png,3,162.436,137.151,111.261,133.953,135.725,149.03,15.1234,102.127,150.161
./cyan/face_dev_17108.png,3,183.613,174.303,165.014,165.653,131.501,136.449,18.1176,38.6902,169.376
./cyan/face_dev_16213.png,3,168.335,158.743,151.319,145.173,131.51,135.141,16.1179,39.1929,147.567
./cyan/face_dev_15541.png,3,145.414,130.638,114.806,108.247,133.11,142.793,15.4723,90.2636,117.24
./cyan/face_dev_15490.png,3,138.505,114.424,93.8328,100.716,137.046,147.286,13.7222,118.222,117.077
./cyan/face_dev_15466.png,3,193.28,179.527,166.281,114.356,135.871,147.952,14.6733,110.199,129.534
