user_id,y,R,G,B1,L,A,B,H,S,V
./cyan/face_dev_15466.png,3,181.18,163.242,146.582,116.793,137.128,148.933,14.2364,113.081,134.11
./cyan/face_dev_18951.jpg,3,162.36,138.924,109.334,137.986,134.528,150.302,16.4431,101.32,152.919
./cyan/face_dev_17844.png,3,167.877,141.855,116.729,136.786,136.727,149.294,14.5684,102.299,154.627
./cyan/face_dev_19014.jpg,3,141.757,121.297,96.0796,114.517,134.359,148.173,16.258,106.815,127.406
./cyan/face_dev_16213.png,3,162.177,150.42,142.626,147.073,132.507,135.392,14.5635,41.0756,151.077
./cyan/face_dev_17874.png,3,152.294,144.455,126.727,124.496,129.474,142.823,20.5807,70.2515,127.406
./cyan/face_dev_18629.png,3,167.746,158.547,144.754,157.003,130.287,138.311,17.8398,44.6807,159.545
./cyan/face_dev_15490.png,3,141.532,115.319,92.847,105.715,138.209,148.866,13.6026,121.421,124.218
./cyan/face_dev_17108.png,3,176.205,165.34,155.63,165.666,131.88,136.26,18.1671,38.7508,169.831
./cyan/face_dev_15541.png,3,152.574,136.472,120.83,114.958,134.15,143.156,14.7646,89.0731,125.476
./cyan/face_dev_16763.png,3,192.119,178.948,161.755,181.571,131.043,140.15,16.909,47.7681,188.277
./cyan/face_dev_16166.png,3,138.006,128.094,117.871,115.231,130.8,136.566,17.5416,53.4952,117.843
./cyan/face_dev_16039.png,3,156.862,133.471,105.524,128.902,135.078,150.391,16.0577,108.055,144.264
./cyan/face_dev_15980.png,3,160.789,154.106,146.744,149.955,130.721,134.832,20.7573,34.8584,150.765
./cyan/face_dev_16211.png,3,175.985,166.84,162.611,145.08,133.154,134.14,28.4599,37.7224,149.108
./cyan/face_dev_19073.png,3,165.675,153.77,138.635,153.15,130.264,138.845,16.8605,50.0601,156.492
./cyan/face_dev_17011.png,3,171.345,149.207,126.887,132.567,135.724,148.545,14.9855,101.505,148.426
./cyan/face_dev_16697.png,3,154.546,141.861,128.462,147.02,132.06,138.449,16.324,51.0603,152.277
./cyan/face_dev_17092.png,3,136.574,125.523,112.493,123.965,131.734,138.691,16.9165,57.4969,128.094
./cyan/face_dev_18820.png,3,158.404,132.075,106.227,132.591,135.942,148.575,14.731,101.999,148.96
./cyan/face_dev_16702.png,3,194.879,182.163,163.391,179.764,131.01,141.895,17.6087,53.002,187.106
./cyan/face_dev_16090.png,3,125.075,117.922,107.965,108.168,130.287,136.473,17.5209,50.179,109.046
./cyan/face_dev_19069.png,3,143.015,120.821,94.3168,122.586,134.702,148.569,16.0199,104.089,136.318
./cyan/face_dev_18695.png,3,181.012,170.97,165.304,164.624,132.448,134.151,22.39,32.8315,168.349
./cyan/face_dev_19064.png,3,180.316,171.327,152.3,172.135,129.649,141.069,20.0815,49.0905,175.903
./cyan/face_dev_16181.png,3,139.147,127.591,116.914,112.547,131.777,137.581,17.5697,60.0987,117.305
./cyan/face_dev_16363.png,3,189.143,169.737,148.369,149.522,135.101,148.494,15.4094,91.2629,165.313
./cyan/face_dev_19053.png,3,187.528,178.745,171.331,141.772,132.745,137.597,15.9695,50.5765,147.33
./cyan/face_dev_16383.png,3,223.418,194.854,172.183,190.413,138.302,148.663,13.0305,81.3539,215.232
./cyan/face_dev_15716.png,3,141.123,135.648,133.291,130.943,131.045,131.915,31.264,25.8882,129.958
./cyan/face_dev_16945.png,3,185.24,171.579,153.742,167.766,131.412,141.726,16.969,56.8015,175.336
./cyan/face_dev_16295.png,3,189.272,163.312,152.564,165.273,138.273,139.491,12.108,62.5226,182.445
./cyan/face_dev_16388.png,3,166.403,149.033,127.987,124.649,134.543,148.206,15.9533,100.434,138.141
./cyan/face_dev_16353.png,3,184.964,173.061,159.007,121.18,134.415,146.315,15.7383,94.4993,133.2
./cyan/face_dev_19054.png,3,206.308,197.468,185.875,169.761,131.521,140.845,16.8053,52.6552,176.637
./cyan/face_dev_16072.png,3,163.028,137.121,114.189,133.467,137.426,148.025,13.7721,99.499,151.392
./cyan/face_dev_18567.jpg,3,105.783,96.4533,76.2059,82.0913,129.102,143.61,20.6713,101.982,86.1432
./cyan/face_dev_16774.png,3,197.949,178.107,152.508,166.301,133.978,149.939,16.655,87.003,182.087
./cyan/face_dev_17038.png,3,141.575,125.216,107.792,98.3755,134.638,145.252,15.2069,106.237,110.379
./cyan/face_dev_19051.png,3,197.081,189.983,180.755,162.51,130.968,138.051,16.9366,43.6803,166.183
./cyan/face_dev_17799.png,3,162.541,137.496,112.893,130.438,136.366,149.054,14.691,104.952,147.361
./cyan/face_dev_16568.png,3,187.817,176.025,165.458,170.711,132.051,137.413,14.4891,43.002,176.666
./cyan/face_dev_16109.png,3,162.29,138.722,113.553,140.741,135.024,147.485,15.307,91.9073,155.351
./cyan/face_dev_19071.png,3,179.398,168.842,153.308,162.173,130.596,140.155,17.537,51.092,166.746
./cyan/face_dev_18719.png,3,148.625,142.348,133.569,136.364,129.642,134.991,19.8671,35.584,135.386
./normal/face_dev_17180.png,1,198.417,185.577,174.929,146.54,134.1,141.48,13.3591,67.6762,157.419
./normal/face_dev_16655.png,1,198.429,181.927,173.814,178.757,134.337,136.255,12.6393,42.4882,188.538
./normal/face_dev_17465.png,1,161.031,133.324,111.07,134.575,137.19,146.636,13.1268,96.1845,152.173
./normal/face_dev_16046.png,1,178.116,151.985,134.622,130.623,139.982,147.464,11.7707,103.938,152.117
./normal/face_dev_16253.png,1,187.966,158.375,140.4,160.676,138.844,144.396,11.3243,81.7793,181.126
./normal/face_dev_16635.png,1,176.896,149.19,136.023,156.418,138.228,140.636,11.9939,67.7266,173.596
./normal/face_dev_16060.png,1,153.662,129.621,110.624,121.874,137.435,145.902,13.0112,98.4884,138.458
./normal/face_dev_19149.png,1,178.826,142.646,123.705,149.301,141.436,145.851,10.0599,92.4195,173.627
./normal/face_dev_18420.png,1,174.684,159.664,147.627,147.307,133.427,139.349,13.1296,58.7316,155.509
./normal/face_dev_15780.png,1,133.509,116.165,108.621,106.713,136.222,137.33,9.98392,68.696,117.089
./normal/face_dev_16490.png,1,182.68,162.291,147.758,156.359,135.602,141.269,12.0941,68.6428,170.565
./normal/face_dev_16748.png,1,189.107,162.283,147.503,150.702,139.665,144.234,10.3922,83.5852,171.543
./normal/face_dev_16549.png,1,161.674,135.195,119.209,144.364,137.242,141.807,11.1852,75.1434,159.92
./normal/face_dev_15584.png,1,216.401,175.569,153.954,176.603,143.876,149.311,10.1075,95.2692,209.153
./normal/face_dev_18964.png,1,202.006,181.481,160.868,183.589,134.185,143.766,14.6012,63.5092,197.749
./normal/face_dev_16413.png,1,186.752,175.44,168.582,171.936,132.758,135.037,20.1746,35.5923,177.178
./normal/face_dev_17126.png,1,140.692,129.209,113.107,127.995,131.217,140.389,17.5522,62.1908,132.387
./normal/face_dev_17168.png,1,176.373,158.978,142.168,151.972,133.362,142.22,14.6308,66.3343,162.029
./normal/face_dev_17938.png,1,168.161,138.406,120.223,136.665,139.787,145.678,11.1331,94.2936,157.383
./normal/face_dev_16323.png,1,197.322,174.297,161.515,171.653,136.435,140.243,11.3224,61.0336,187.263
./normal/face_dev_18287.png,1,178.61,159.862,151.992,148.669,136.305,137.458,18.1034,56.9712,160.557
./normal/face_dev_16088.png,1,184.503,166.661,153.852,126.823,137.81,144.929,12.291,93.4201,143.696
./normal/face_dev_17615.png,1,171.219,137.931,115.698,137.983,139.925,148.08,12.0211,102.847,160.547
./normal/face_dev_17441.png,1,184.057,162.334,151.046,158.473,136.852,139.659,10.0281,62.6742,172.971
./normal/face_dev_15693.png,1,164.513,140.493,126.762,137.623,137.528,141.586,10.6136,76.4965,153.07
./normal/face_dev_16277.png,1,203.663,182.963,174.38,175.883,136.831,138.238,9.62285,54.0952,190.86
./normal/face_dev_19117.jpg,1,151.325,128.89,121.163,124.624,137.264,137.142,9.39935,69.618,137.957
./normal/face_dev_18264.png,1,149.668,122.313,101.491,120.93,138.056,146.643,12.8089,104.401,138.85
./normal/face_dev_18207.png,1,161.93,134.752,113.094,122.836,138.17,148.387,13.1953,110.488,142.057
